x, y, z
6.654401018416663760e+00, 1.016718284823672924e+01, 4.946738220518979712e-01
4.602203332696718441e+00, 1.004903114606828574e+01, 2.638179633335538954e-01
4.705820822447847718e+00, 9.959421707436849402e+00, -7.777623613132949032e-01
3.847731455746855378e+00, 9.900776238759485537e+00, 6.982735993647217754e-01
4.809433758727399422e+00, 1.019896707942210767e+01, -6.200818821864311214e-01
4.738154357455426791e+00, 1.020689817933322097e+01, 4.280048431065187620e-01
5.597392712477875953e+00, 9.757503184459478618e+00, 8.755973537885587410e-01
6.052425309852447199e+00, 9.746808189265850686e+00, -5.941861647038080285e-01
3.372596995380511498e+00, 1.015029642605571780e+01, -1.037772564436088674e+00
4.210539748572477592e+00, 1.017212050837044401e+01, 5.664132046604082316e-01
2.415876369003289614e+00, 8.453930008535595064e+00, 2.991668988128848294e-01
3.805243359394408387e+00, 1.145505121745491728e+01, -1.649904419521495136e+00
4.861179565489407217e+00, 1.203169922370329914e+01, -6.868907884688948418e-01
6.957561800616513636e+00, 1.180982324346530454e+01, 3.085489166532570104e-01
4.162894170900732327e+00, 1.054150653761957379e+01, -1.174904800946666938e+00
6.473928721510422868e+00, 9.624690566744160236e+00, -9.814323482160337564e-01
5.522908056546560474e+00, 1.107144449221121718e+01, -1.836095845222441847e-01
5.704170343983719249e+00, 1.044570258685940978e+01, 7.694802700944397555e-01
2.718992540423478488e+00, 9.257816838789524994e+00, 1.376804919324104981e+00
4.890381920925012338e+00, 9.278687194165947005e+00, -7.716865859437255226e-01
4.946942410119837596e+00, 9.256354011901134271e+00, -9.413087656555277905e-01
4.424462058580788337e+00, 9.290633775067290046e+00, 3.192624671317479956e-01
5.359408781376935771e+00, 1.024177964140879382e+01, 2.008387175147433035e-02
4.024271293793047377e+00, 1.066191229439258947e+01, -7.578805568405208581e-02
5.453016186901518125e+00, 1.043993972666676484e+01, 1.559503704586767903e+00
5.773187973617248225e+00, 8.938690191488120718e+00, -1.033936188803414424e+00
5.691995874809641087e+00, 1.169074749534614810e+01, -9.260049397239357161e-01
4.656245337257545636e+00, 9.749156075271780963e+00, 2.725334023562496211e-01
4.971048977336193886e+00, 1.153709413523577609e+01, -1.365835384412368569e-01
5.853421834732994711e+00, 1.147729201480561656e+01, 5.248051805516610324e-01
4.860337737391082769e+00, 9.525807680704620140e+00, -1.418910417681121527e-01
5.294714411287549716e+00, 9.689692817960075644e+00, 1.380812603935733240e-01
4.466242921433805080e+00, 9.983549100461955206e+00, -1.453555684460809960e+00
6.692924013008460626e+00, 9.131678976840204243e+00, 4.110499337822822175e-01
6.114969313451875443e+00, 9.115662705275429545e+00, 7.292352663461018070e-01
4.484398736166410160e+00, 9.245152410766632300e+00, 4.816320029537773384e-01
4.522200598214947576e+00, 9.085439383411811676e+00, 6.774353283551959315e-01
6.392521325896611373e+00, 1.081149873402122630e+01, 7.125980872282113854e-01
5.792122059696700020e+00, 1.015673167225692630e+01, -5.400657011372608229e-01
3.283890189960070316e+00, 1.082220416845918898e+01, 1.417052266917990577e+00
4.821839445482355657e+00, 9.158367781681485909e+00, -6.717671555876358891e-01
6.427065318895692769e+00, 1.066221137833511889e+01, -7.519133207290012999e-01
3.245979480625078573e+00, 7.049695508851153036e+00, -8.264344381185402266e-01
3.202234738559743388e+00, 9.427932515031228533e+00, 1.012611735379343347e+00
6.473847125954750759e+00, 9.009932751113748139e+00, 1.081276703623294422e+00
5.068050327030898750e+00, 8.216965770918186251e+00, -8.733070253946724204e-01
5.214609885892524055e+00, 1.028809391972250253e+01, -1.397467683058022381e+00
5.613696494074183363e+00, 1.077718621792987364e+01, -2.420053318478515847e-01
5.304875248189843795e+00, 1.107770789729980798e+01, 1.381686959174938667e-01
4.394706176190307900e+00, 1.118064085117495310e+01, 4.072255456367804283e-01
5.929828861203025880e+00, 9.088869433089746153e+00, -2.522519346419988331e-02
2.700493478911557776e+00, 9.870927485844291027e+00, -1.425923401635686427e-01
4.607229958727005581e+00, 9.826433573910243524e+00, 1.695584503667530107e+00
4.717478558113683995e+00, 9.521760257554799267e+00, -9.937157662274591630e-01
5.765401079945144502e+00, 1.042548823254198176e+01, -7.411519247800710808e-01
3.931721778911310139e+00, 9.372805142622731012e+00, 3.089105891300661932e-01
5.127296802584211832e+00, 1.015655953268599632e+01, 3.660034259471973694e-01
4.634656460805619993e+00, 1.066281818412756976e+01, -1.300526780821914252e-01
5.878999405693924096e+00, 1.062830928660314456e+01, -9.482086715213273731e-01
4.211293587543154970e+00, 9.116865036701394587e+00, 2.561469134252952751e-01
4.780836009189611602e+00, 9.515081644289141494e+00, -1.725555773705614415e+00
6.503945910695244415e+00, 9.242712327306664477e+00, -1.113694230050956913e+00
4.389821548330848699e+00, 1.003541698382455039e+01, -6.807607068697120178e-01
3.958695503952611272e+00, 1.109786276894595147e+01, -2.914943932193826415e-01
4.941121244873603047e+00, 1.008228726199275549e+01, -1.225691530351462853e-02
5.354971445839839639e+00, 8.957443654077579254e+00, 1.340373037700712533e-01
3.028499504228107320e+00, 1.063018255044025295e+01, 1.107445811205213460e+00
6.349358919437623427e+00, 1.050115876599305587e+01, -1.041775642437901217e+00
5.384995448207210877e+00, 1.035857871083009307e+01, 9.038208203697046805e-01
3.002307985768714271e+00, 1.028115451068622477e+01, -3.886921512358615383e-01
4.110910525476179522e+00, 1.038309546012793483e+01, 2.185318884787317562e-01
5.142795916632501907e+00, 8.981804583951827681e+00, -1.565337792039743325e+00
5.209660393957848967e+00, 9.799373537449039162e+00, 8.656477835175626634e-01
3.121748039716116807e+00, 8.703140246280220538e+00, 7.557872291142538890e-01
5.766104633028703574e+00, 1.134587538152334929e+01, -1.378132916631878424e-01
4.492573210122062122e+00, 9.419924501388718951e+00, 1.644559841520168542e+00
5.806336139089301795e+00, 1.099164344021348327e+01, 2.045523271316040059e+00
6.549519631919791252e+00, 9.807044615444475255e+00, 1.453160336038804346e+00
3.747958692980175588e+00, 1.097168963741178160e+01, -2.627485125749448036e-01
5.067617634984776132e+00, 1.043804869670858082e+01, 5.839351073136833659e-01
6.059051117085100913e+00, 1.023584753404938752e+01, 1.074802951407474172e+00
3.727681768144927688e+00, 9.280706449302032368e+00, 4.129347748361281711e-01
5.216217533158802766e+00, 1.157728492123274222e+01, 4.115256709834072546e-01
6.140910021509215611e+00, 7.725342227390370908e+00, -4.996087451864090340e-02
4.162062695284702407e+00, 1.134581963183643971e+01, 1.061144435328530422e+00
5.120529412601277031e+00, 1.133688507105588350e+01, 3.469186705479919142e-01
3.009802248750333753e+00, 1.014979408240711578e+01, 1.245464524874297263e+00
4.980588210612399536e+00, 8.766287172469802158e+00, 2.051274855416861109e-01
5.672362866219731181e+00, 9.685401099373178724e+00, -1.251631162506287476e+00
7.442388449279706109e+00, 9.805967744321486990e+00, 1.468423118337089051e+00
3.675276589146911910e+00, 9.982937864013090135e+00, -1.165738362476770762e+00
5.400688050477176816e+00, 8.970230745577856268e+00, 1.358044130433982977e+00
4.502579051115897180e+00, 1.023549632099208573e+01, 8.835967588476704160e-01
5.108058647983745537e+00, 8.924383393774691697e+00, -1.505603377690343248e+00
5.265066924144395699e+00, 1.028324233546236854e+01, -1.038751746733985515e+00
4.796826444425362546e+00, 1.053903283388047463e+01, 3.510195342590862744e-01
4.397400659223789532e+00, 1.010125833118377514e+01, 2.506421080358412823e+00
4.485581810039976247e+00, 9.225379744210234989e+00, 7.518966566209631108e-02
4.626972195161599188e+00, 9.374898396814764112e+00, 1.836990687077331152e+00
6.175050355876593677e+00, 8.978867548528905118e+00, 8.618599978782326421e-01
5.084674206417404640e+00, 9.864702765604453916e+00, -9.698606317189514825e-02
5.355312818960295651e+00, 9.321854991051390371e+00, -4.671909642414114883e-01
5.933433905027007960e+00, 9.857601106996710882e+00, 3.680720054856488344e-01
5.456455503522671613e+00, 8.540792181445864273e+00, -2.791864049620306626e-02
6.212641435212247210e+00, 1.122034912949431273e+01, -8.602735714704583536e-01
3.930393571758480142e+00, 9.746413901258797807e+00, -1.628928134294199026e+00
5.802080449713340471e+00, 1.209561966845114434e+01, 1.912778745123192792e+00
5.496071451625073934e+00, 9.901146400468038067e+00, -1.294156581850939951e-02
4.622484202428468691e+00, 1.207941279988563466e+01, -6.137068543421034944e-02
4.401053427089574477e+00, 1.043111651897298131e+01, -7.603390136884359274e-01
6.669254413724395647e+00, 9.690043954435758167e+00, -1.336027068786733440e-01
5.357601878309588450e+00, 8.667743625552009945e+00, -1.577383461257799935e+00
4.906506487878741218e+00, 8.453895103381741549e+00, 1.049424112012447452e+00
3.716626628382622144e+00, 1.145111580835241050e+01, 1.018014434658949474e+00
5.993256287982544173e+00, 8.781686985288219560e+00, -1.012066249739527635e+00
5.056259540252640683e+00, 1.003627054086236647e+01, -4.452683410589216018e-01
3.845189741098039349e+00, 9.678616307938739283e+00, 4.548461635530378633e-01
5.688013496206350439e+00, 8.523984079303437156e+00, -8.247988348148118654e-01
5.314007643344493381e+00, 8.638627800798293066e+00, -2.061161021829242213e+00
5.401539418573028328e+00, 1.119577604197807297e+01, -6.862409384942556034e-01
4.306479995175818587e+00, 9.055201492271150343e+00, -5.612245647120353009e-01
6.352061415630795516e+00, 9.932321984771261825e+00, 5.987910542505432421e-01
4.876188651234628857e+00, 1.063142295386707126e+01, 8.033590935791290466e-02
3.531608178339213922e+00, 9.536129643265219613e+00, 1.248603344906214163e+00
6.039405950863764083e+00, 9.480883932816238868e+00, 1.072920913319886038e+00
5.993943279247175404e+00, 1.125656506724662087e+01, 9.911637628377421017e-01
4.480091830242476370e+00, 9.826561854927508222e+00, 5.004650593532858904e-01
5.463355342684612204e+00, 9.479205227869908157e+00, 9.099799902363590043e-01
4.265498200805629914e+00, 1.116919353823346839e+01, 3.267509813999369128e-01
4.019591139167432381e+00, 8.829391240190032519e+00, 1.374583393407106113e+00
5.162280356741882237e+00, 9.678859342926918075e+00, -4.103261300104679710e-02
3.722345890966028747e+00, 9.345625628236714277e+00, -7.826413971790339152e-01
5.825525502804353550e+00, 1.068020226462656730e+01, -1.690719406390694290e+00
5.181061401491748875e+00, 1.032981347466075484e+01, -1.638341213083960302e-01
5.207239314703657307e+00, 1.004740115214788965e+01, 2.828203341584307196e-01
5.431312855790286775e+00, 1.036159749912959605e+01, 1.540887088367371566e-02
4.500432518082783773e+00, 7.334880346837626242e+00, 7.075596077748146362e-01
5.213258580804992270e+00, 1.050075298795396606e+01, -2.074963073200126740e+00
5.517044557392433823e+00, 1.080670426109210069e+01, 1.471331838955203475e+00
5.279413211563235286e+00, 1.046749227452245634e+01, -1.835821219255925896e-01
5.027711541696828768e+00, 1.037155456124699171e+01, 5.321054704530272517e-01
6.152508556371109272e+00, 1.179740907879226874e+01, 4.233793384012753402e-01
3.038462533029082202e+00, 9.902157843638416779e+00, 2.226150003846046221e+00
5.657303808021722169e+00, 9.757895271081167721e+00, -5.476004874681213164e-02
5.562044426911024964e+00, 9.904731176119618397e+00, -9.228867082573243286e-01
4.697450748549935717e+00, 1.027420115191650751e+01, -9.276751380258020374e-01
5.484703612959550334e+00, 1.072870125647744111e+01, 1.139156612749127051e+00
4.459088353898106760e+00, 9.609989109193863399e+00, -8.720407810338739463e-01
5.381006117296885272e+00, 1.094721972948572741e+01, -2.588020433007593990e-01
4.230225075981850047e+00, 9.986502042271434121e+00, 1.630803508171181804e+00
4.099675909296646381e+00, 1.050929858172302822e+01, 2.424365647918366451e-01
4.905596524576962381e+00, 1.069772203337498873e+01, 9.781092963772353155e-02
4.977234554625100671e+00, 1.042655259289477243e+01, 6.630664360361906429e-01
4.586172434843241774e+00, 1.022345246973308619e+01, 9.012132007076515405e-01
3.037527128776910779e+00, 1.057782236925011787e+01, 1.568011391010983024e-01
7.229302978531039869e+00, 1.159667518586023860e+01, 1.244870261431451630e-01
5.251617799998603786e+00, 1.065214587534662982e+01, 2.120289506265364277e-01
4.694387067147545167e+00, 1.175013231457147889e+01, 3.176605878972804664e-01
4.294629989480397647e+00, 1.174939982975111974e+01, -1.583528572191114092e+00
4.421418937443967856e+00, 1.148248415511444342e+01, -3.236521849330112888e-01
4.826633508326647615e+00, 9.709133507214124492e+00, 7.150276047108806987e-02
4.505514961201006585e+00, 9.642200099294759852e+00, 1.146430512415018921e+00
6.341731999343608983e+00, 1.084357365397303852e+01, -3.816656753750433673e-01
5.653075486935070337e+00, 1.123542510657203408e+01, 1.340683124402745063e+00
4.296514047336698283e+00, 1.202294219692403843e+01, 1.028659633926822359e+00
5.392652384461525727e+00, 9.584287866747724038e+00, 2.223587540887722591e-01
4.842941100911010821e+00, 9.422869218290797377e+00, 3.149346215888089162e-01
6.404778482264769757e+00, 9.353542864465833162e+00, -1.348483918089789624e+00
4.336296535401588770e+00, 1.135830866642795201e+01, -1.916264402765665842e-01
3.064497047063450275e+00, 1.069890952580446886e+01, 4.780716260098454018e-02
3.652860044623810420e+00, 1.059753385371249657e+01, -5.281983696167262821e-01
4.451648919426521189e+00, 9.759256371733982860e+00, 4.236044359324934311e-02
5.590944099981650872e+00, 1.001363163834375136e+01, -4.482215214973819806e-01
5.429000130976252336e+00, 9.958020973378177487e+00, 9.823833570337051624e-01
6.034220301749740223e+00, 8.668115269420079372e+00, -1.473404287393361919e-02
4.917707847165821988e+00, 8.548657986834768963e+00, -1.393135877427168712e+00
5.093720313559042090e+00, 9.851788745699524341e+00, 9.064923759244448709e-01
5.149309391788246870e+00, 1.012888164984756756e+01, -1.509947459662798419e+00
4.136779070956961846e+00, 1.050645338435702669e+01, -1.395683292806928766e-01
3.909579962060332647e+00, 1.224748041582235381e+01, -4.435690819004232677e-01
4.652012947501769524e+00, 8.992957851396315760e+00, -6.628173794258938045e-01
5.915582863930727520e+00, 9.818007183838009411e+00, 6.211514073409861725e-01
3.151555550500393821e+00, 9.529680712922447228e+00, 1.984467747873133625e+00
4.463082737037160186e+00, 9.588132407222486719e+00, -2.223358306994934475e-01
6.224953741713402877e+00, 1.126106447671316779e+01, -3.847005531788478261e-01
5.124225416813105838e+00, 1.158858815008078658e+01, 2.421657672808386508e+00
5.362681401366685030e+00, 9.747606994755223297e+00, 1.638984280336737376e+00
4.269910883055539230e+00, 1.087545048270662562e+01, -1.073453462480769227e+00
4.217954424612672781e+00, 8.695545449953096195e+00, -2.226975786430994919e+00
6.637533101474498487e+00, 1.026873760681360359e+01, -3.201921014897351814e+00
3.770723360177899330e+00, 1.012511678039029839e+01, -2.076940144491369544e+00
5.514588753934453358e+00, 9.936026110734664130e+00, 1.362568746711992906e+00
5.485627909241369338e+00, 9.464706940282619385e+00, 3.163257755047509806e-02
4.901604356393356454e+00, 1.027831763682472044e+01, -6.273806901604871422e-01
5.337040051976926769e+00, 1.018966975079351833e+01, -8.291888394615795077e-01
5.886387193898830361e+00, 8.999319478050917809e+00, -1.884094924064497467e-01
2.872766706864619657e+00, 9.486637764945729856e+00, -2.438549227630973260e+00
3.534750169844703915e+00, 1.115384185047502186e+01, 4.422310867266242562e-01
5.194165327491107043e+00, 9.090074160464519437e+00, -9.050024091493589218e-01
3.668190436736272098e+00, 1.210788471420015888e+01, 9.115275886885412793e-02
5.701882505927323486e+00, 1.060502067281182903e+01, 1.883637445899918550e+00
4.934150795010189938e+00, 9.237792217835558262e+00, 1.319838191570854857e-01
5.446615338056585820e+00, 1.034308703004056618e+01, -1.009947138400826949e+00
4.173358137911513666e+00, 8.782518932867667161e+00, -8.766896194978056611e-01
5.064567041806942171e+00, 1.040304185124902858e+01, -1.025810707974394859e-01
4.183043853624544894e+00, 9.872281753748907818e+00, 9.179323843751751033e-01
5.022133837385805322e+00, 1.077200224641942405e+01, 9.059673100276004198e-02
6.366752075047757309e+00, 1.152126556753121278e+01, 7.318393876380696605e-01
4.652280712415358899e+00, 1.003795170045801655e+01, -7.921666922075762951e-01
3.784550726172024149e+00, 1.096476654777685944e+01, 1.016236021300374714e+00
4.459414619000842350e+00, 1.034238464077763098e+01, -1.851470607547302194e+00
5.463673481870957360e+00, 1.096561768723747576e+01, 2.351431536792052968e-01
3.883128699057483146e+00, 9.807115476840039037e+00, 2.046781687476069145e+00
5.538902602410582965e+00, 1.056913190248226897e+01, -4.714390041567226852e-01
5.027804405634145546e+00, 1.003920459668095511e+01, 1.149628837926759850e+00
4.791848713387214076e+00, 9.298340940094096396e+00, -9.653659309723288118e-01
4.790178768971481205e+00, 9.692581367049426078e+00, 1.605806054324428467e-01
5.336156140546715498e+00, 8.660575518464403544e+00, 1.181901348216108927e+00
5.814334159655552448e+00, 1.173441898614023771e+01, 5.032424147097221967e-01
4.083908079770186994e+00, 1.006183623838219177e+01, -2.060056164401573575e+00
3.961975397208768790e+00, 1.100280988563415541e+01, -9.471079214627459164e-01
6.795510994288711082e+00, 1.004735216861719316e+01, -7.525779950303554955e-01
6.162435363148154543e+00, 1.124072494121731758e+01, 8.231402498786584421e-02
4.680671656412319415e+00, 9.162590703145902182e+00, -1.090560766913681312e-01
4.427218417059350486e+00, 1.054277238479942724e+01, 6.795860970886120622e-01
4.795715237283507903e+00, 1.000341147728387092e+01, -2.666045298413791120e-01
4.737544875212246431e+00, 1.018711127268560190e+01, 1.210223057571015337e+00
5.617896557263728496e+00, 9.693482016026878867e+00, -7.351384402090997972e-01
5.014164557633098873e+00, 1.073897888802062184e+01, 1.192447141642979158e+00
4.949284479537080728e+00, 8.973155350599700597e+00, -4.171415505727548712e-01
4.383946760180800872e+00, 8.777161698972614445e+00, -1.136205410338779975e+00
4.649176468753331903e+00, 9.381772095751637508e+00, -4.508825254445451014e-01
6.100235047943086464e+00, 1.002577975866766913e+01, 2.944294171172262553e-01
4.603637802034895365e+00, 9.190125463252709181e+00, -9.876890097233267385e-01
6.140995770481351812e+00, 9.093192715943686721e+00, 9.712923403015848445e-01
3.705593309651153078e+00, 1.070745437343700601e+01, -7.159582550007862478e-01
6.413951366231685824e+00, 9.845571334750575332e+00, 6.013847822230011103e-02
6.466141017087908338e+00, 1.070705296618353053e+01, -1.480387300573988263e+00
4.344898489553438381e+00, 9.485901163916613754e+00, 3.446447285685445561e-01
3.331424211639508748e+00, 1.008690083926059700e+01, -9.206291314140470083e-01
4.762089280596363494e+00, 8.149355419507021026e+00, 9.063145821621859666e-01
5.679905740889589438e+00, 1.000650743719349300e+01, -1.350930295378304891e+00
6.560902652960808545e+00, 1.071851949919570224e+01, 4.533413403997680335e-01
4.299712139142435774e+00, 1.058442872544978641e+01, -6.831436404149545671e-01
5.246631180369272229e+00, 9.229217522178132072e+00, 4.751752589363971713e-01
5.794568780593784219e+00, 1.080980169142401159e+01, -1.830472787214243446e-01
5.747467995793560824e+00, 8.061327298947860598e+00, -8.241661094372720875e-01
6.337415555059275007e+00, 8.726700656208592477e+00, -6.874855035657622127e-01
5.012661648494644240e+00, 8.690417596894446817e+00, -1.621135259724992173e+00
4.066055602729430341e+00, 1.025768623273775226e+01, 1.163035005076883621e+00
5.270129845294461823e+00, 9.930945425176918917e+00, 1.169474275830288734e+00
4.918587846687253240e+00, 1.237915270561590120e+01, 1.722840282187183103e+00
6.086463148341779927e+00, 9.404790260890306897e+00, 5.147288661619443539e-01
5.264000219759653376e+00, 9.800556975994258124e+00, 4.111432848451138100e-02
5.057805971399838008e+00, 8.879927398987462084e+00, -3.057268760987378875e-01
4.690837298904231289e+00, 1.061291810438149241e+01, 1.324265102115962600e+00
3.548894774610149128e+00, 9.637171899715605505e+00, 2.563027331225075645e-01
4.776189975097749674e+00, 9.716466589060432923e+00, 1.261555536300251079e+00
4.486802168091680976e+00, 9.898357960253637344e+00, 8.930320701395975114e-01
4.940001402101477090e+00, 8.098460208190106258e+00, -1.142193822896996891e-01
5.247978494928019266e+00, 8.983046513475636985e+00, -8.594347081173628888e-01
4.627547830941135310e+00, 9.274252587988925711e+00, -1.026970887168201951e+00
4.965557089204606811e+00, 9.826654536237802162e+00, -1.809763684970030484e+00
7.420291449308443532e+00, 9.065704485930812240e+00, -4.296772620002049514e-01
4.884015169893505259e+00, 1.036529723556078508e+01, -1.630961941776568058e-01
6.126864740299620138e+00, 1.175384376253502694e+01, 5.190252996629318716e-01
5.293093526287518280e+00, 1.061202297971733621e+01, -9.888514764241221888e-01
4.494794216586600832e+00, 9.724061230654044152e+00, -4.940507870728650386e-01
5.436598445115190081e+00, 8.879210518447351319e+00, 8.563683695270605245e-01
3.616009078186090964e+00, 1.081557268136555017e+01, -5.549070992074364161e-01
5.034576632788472672e+00, 1.079358183583441466e+01, 2.156747086399843361e-01
4.693725073860233188e+00, 9.752621998092784850e+00, -9.344334666238626186e-01
4.531898205262812951e+00, 1.025568273955325616e+01, -1.541850582942866810e+00
4.480918158287110487e+00, 9.112767874930856493e+00, -1.084384869764854376e+00
5.160865825647969807e+00, 1.103183748542505782e+01, -5.630433192042113566e-01
3.557208556594643412e+00, 1.089235673802972570e+01, 3.582032014774437778e-01
5.014345470260170856e+00, 1.180675960993225537e+01, -1.358597140178317897e+00
5.564192676206376476e+00, 1.073129426835484779e+01, 2.643203345617274325e-01
4.789134865438708033e+00, 8.827639281866762389e+00, -7.266884094416287132e-01
5.588294198691834858e+00, 7.764607494055399961e+00, -2.431615105786640030e-01
4.015158113770989523e+00, 9.999083188442167369e+00, -9.770661081671129233e-01
5.953312775543924573e+00, 1.094700734167682832e+01, 9.261020782981710386e-01
6.104636392373740783e+00, 9.033447425015879162e+00, 1.354498560111574879e+00
5.956964078916772820e+00, 1.033924686102827906e+01, 7.590779640399508699e-01
4.675059988977450232e+00, 8.064676288877501875e+00, -1.201254244185436360e+00
4.122131214677789757e+00, 9.642104679556844360e+00, 1.861076439197789645e-01
6.728401249360661751e+00, 1.021774596933268775e+01, 4.954869725149673720e-01
4.638980234833165461e+00, 1.076940967015901585e+01, 1.476115040643707910e-01
4.765916654049639156e+00, 1.040666492166781332e+01, -8.290882310032368085e-01
4.864934036137801066e+00, 1.011514939356920628e+01, 2.135211254997626540e-01
5.162093647298116039e+00, 1.019922308383954501e+01, -1.585752191865359206e+00
4.381771336647560133e+00, 7.112915933598893403e+00, 1.609712050284922702e+00
5.990119540182307745e+00, 8.942735685660000655e+00, 2.055899977722874805e+00
4.250512302013007115e+00, 9.292750445087298417e+00, 1.855232225632569287e+00
4.835144813395959140e+00, 1.072508394827615774e+01, -1.507228911815065020e+00
4.021385943658773776e+00, 1.072041695392678662e+01, -1.274456740294248824e+00
6.194470912824693087e+00, 9.770754701600042225e+00, 1.427974169307570484e+00
5.840783001372096273e+00, 1.105156951065318793e+01, -4.051486033523362118e-01
4.905668480580222202e+00, 1.161863810790671714e+01, -1.144552554695370317e+00
6.652798735790613982e+00, 1.090366338631961618e+01, 1.833421141151392098e+00
5.177311835645163285e+00, 1.122122023867170704e+01, -1.079280715025870752e+00
4.218638307206703075e+00, 1.008659202342809103e+01, 2.754746627312609775e-01
4.062924475178814276e+00, 9.521500240520607505e+00, 2.694351057486557899e+00
4.748374990280971097e+00, 9.633049925652379386e+00, -1.941982358703366884e+00
3.847819348573816356e+00, 1.006029638077078836e+01, 8.305331571743976848e-01
5.418708923728124738e+00, 9.499693810784631154e+00, 8.594493653763520813e-01
5.681183209934396849e+00, 9.622177991474684333e+00, 1.462880524869000443e+00
4.140882149851414340e+00, 9.066852423105544290e+00, 1.399321684899725637e+00
6.160058910708865909e+00, 1.060612579278534362e+01, -4.913745473591195623e-01
5.200109757760696283e+00, 1.074728662884465891e+01, 9.410720984830299451e-02
4.668292158648753798e+00, 9.990512457167959326e+00, -1.908336543625581694e+00
4.583170357514638305e+00, 1.205248004579691390e+01, -7.904392276088507696e-01
5.893220212878912179e+00, 1.042700694610647005e+01, -2.221032518040263248e+00
